score,factor,type,value,association,n
dass_fear,headache_days_severe_per_month,numeric,,0.4117961661240563,49
dass_fear,days_medication,numeric,,0.0672007158632669,49
dass_fear,intensity,numeric,,0.3497547837493927,49
dass_fear,days_lost_work,numeric,,0.437941085826476,49
dass_fear,days_lost_household,numeric,,0.42823542942164583,49
dass_fear,days_doctor,numeric,,0.17569078336507915,49
dass_stress,gender,categorical,weiblich,0.17551020408163343,45
dass_stress,birthyear,numeric,,-0.29414376264262126,49
dass_stress,weight,numeric,,-0.04268947945607887,49
dass_stress,pregnant,categorical,nein,0.15813953488372068,43
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.9167974882260594,26
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.10884353741496611,12
dass_stress,family_status,categorical,ledig,-0.8127250900360137,17
dass_stress,family_status,categorical,verheiratet,0.5447409733124022,26
dass_stress,current_employed,categorical,ja,0.04217687074829968,45
dass_stress,working_hours_model,categorical,Teilzeit,1.659259259259259,27
dass_stress,working_hours_model,categorical,Vollzeit,-2.488888888888889,18
dass_stress,shiftwork,categorical,nein,-0.31428571428571406,42
dass_stress,working_hours_reduced,categorical,False,-1.063199473337722,31
dass_stress,working_hours_reduced,categorical,True,1.8310657596371884,18
dass_stress,headache_days_per_month,numeric,,0.4054000661454602,49
dass_stress,headache_days_severe_per_month,numeric,,0.37276538372534057,49
dass_stress,days_medication,numeric,,0.029539804108305843,49
dass_stress,intensity,numeric,,0.2546314455003346,49
dass_stress,days_lost_work,numeric,,0.6469146307178066,49
dass_stress,days_lost_household,numeric,,0.514875312893865,49
dass_stress,days_doctor,numeric,,0.45159155549317304,49
midas_result,gender,categorical,weiblich,0.2566893424036323,45
midas_result,birthyear,numeric,,0.015210391484680473,49
midas_result,weight,numeric,,-0.05005113128540762,49
midas_result,pregnant,categorical,nein,0.3788113695090445,43
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-3.580062794348507,26
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),21.945578231292522,12
midas_result,family_status,categorical,ledig,-2.8583433373349294,17
midas_result,family_status,categorical,verheiratet,-2.73390894819466,26
midas_result,current_employed,categorical,ja,0.8566893424036337,45
midas_result,working_hours_model,categorical,Teilzeit,2.422222222222217,27
midas_result,working_hours_model,categorical,Vollzeit,-3.6333333333333364,18
midas_result,shiftwork,categorical,nein,1.5412698412698376,42
midas_result,working_hours_reduced,categorical,False,-6.387755102040813,31
midas_result,working_hours_reduced,categorical,True,11.001133786848072,18
midas_result,headache_days_per_month,numeric,,0.6365205783895374,49
midas_result,headache_days_severe_per_month,numeric,,0.6472880185799519,49
midas_result,days_medication,numeric,,0.24632487072847176,49
midas_result,intensity,numeric,,0.4689374565983256,49
midas_result,days_lost_work,numeric,,0.579088297751363,49
midas_result,days_lost_household,numeric,,0.8397914270095173,49
midas_result,days_doctor,numeric,,0.4206034396292731,49
gvas_result,gender,categorical,weiblich,0.22494331065759354,45
gvas_result,birthyear,numeric,,0.14018407546089215,49
gvas_result,weight,numeric,,0.16402538251174922,49
gvas_result,pregnant,categorical,nein,-1.3834625322997383,43
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,1.4309262166405006,26
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-2.5306122448979593,12
gvas_result,family_status,categorical,ledig,5.939975990396157,17
gvas_result,family_status,categorical,verheiratet,-2.5306122448979593,26
gvas_result,current_employed,categorical,ja,-0.2861678004535122,45
gvas_result,working_hours_model,categorical,Teilzeit,-4.207407407407409,27
gvas_result,working_hours_model,categorical,Vollzeit,6.31111111111111,18
gvas_result,shiftwork,categorical,nein,-0.5777777777777828,42
gvas_result,working_hours_reduced,categorical,False,3.1145490454246243,31
gvas_result,working_hours_reduced,categorical,True,-5.363945578231295,18
gvas_result,headache_days_per_month,numeric,,-0.5494787159727774,49
gvas_result,headache_days_severe_per_month,numeric,,-0.34464257740305154,49
gvas_result,days_medication,numeric,,-0.2330475324857072,49
gvas_result,intensity,numeric,,-0.3316799931315515,49
gvas_result,days_lost_work,numeric,,-0.45694448169489826,49
gvas_result,days_lost_household,numeric,,-0.47951195474219194,49
gvas_result,days_doctor,numeric,,-0.21252288087785146,49
pgic_result,gender,categorical,weiblich,0.04444444444444429,45
pgic_result,birthyear,numeric,,0.06616825815171967,49
pgic_result,weight,numeric,,-0.22108685965274613,49
pgic_result,pregnant,categorical,nein,0.0950904392764862,43
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.0769230769230771,26
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.16666666666666696,12
pgic_result,family_status,categorical,ledig,-0.2941176470588234,17
pgic_result,family_status,categorical,verheiratet,0.23076923076923084,26
pgic_result,current_employed,categorical,ja,0.08888888888888857,45
pgic_result,working_hours_model,categorical,Teilzeit,0.059259259259259345,27
pgic_result,working_hours_model,categorical,Vollzeit,-0.08888888888888857,18
pgic_result,shiftwork,categorical,nein,-0.04126984126984112,42
pgic_result,working_hours_reduced,categorical,False,-0.16129032258064502,31
pgic_result,working_hours_reduced,categorical,True,0.2777777777777777,18
pgic_result,headache_days_per_month,numeric,,0.4246122043630557,49
pgic_result,headache_days_severe_per_month,numeric,,0.42864318662585027,49
pgic_result,days_medication,numeric,,0.29759889205912204,49
pgic_result,intensity,numeric,,0.3705448785486074,49
pgic_result,days_lost_work,numeric,,0.46838499898532787,49
pgic_result,days_lost_household,numeric,,0.460702488504975,49
pgic_result,days_doctor,numeric,,0.033161483735808926,49
dass_depression,gender,categorical,weiblich,-0.06175115207373283,31
dass_depression,birthyear,numeric,,-0.29104109588593063,35
dass_depression,weight,numeric,,0.16199792962493964,35
dass_depression,pregnant,categorical,nein,0.0,31
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.613533834586466,19
dass_depression,family_status,categorical,verheiratet,-0.20621118012422368,23
dass_depression,current_employed,categorical,ja,0.16607142857142865,32
dass_depression,working_hours_model,categorical,Teilzeit,0.24431818181818166,22
dass_depression,working_hours_model,categorical,Vollzeit,-0.5375000000000001,10
dass_depression,shiftwork,categorical,nein,0.09583333333333321,30
dass_depression,working_hours_reduced,categorical,False,-1.4556390977443607,19
dass_depression,working_hours_reduced,categorical,True,1.7285714285714286,16
dass_depression,headache_days_per_month,numeric,,0.5153394229957854,35
dass_depression,headache_days_severe_per_month,numeric,,0.4110785265114096,35
dass_depression,days_medication,numeric,,0.4259552978496679,35
dass_depression,intensity,numeric,,0.16479155529587466,35
dass_depression,days_lost_work,numeric,,0.26293012194117715,35
dass_depression,days_lost_household,numeric,,0.4290047439162595,35
dass_depression,days_doctor,numeric,,0.2693890099226708,35
dass_depression,days_ER,binary,,0.12615945122665728,35
dass_fear,gender,categorical,weiblich,-0.015668202764977046,31
dass_fear,birthyear,numeric,,-0.1936273620587187,35
dass_fear,weight,numeric,,0.021506132647595294,35
dass_fear,pregnant,categorical,nein,0.0,31
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.8390977443609022,19
dass_fear,family_status,categorical,verheiratet,-0.19378881987577623,23
dass_fear,current_employed,categorical,ja,0.12142857142857144,32
dass_fear,working_hours_model,categorical,Teilzeit,0.47727272727272707,22
dass_fear,working_hours_model,categorical,Vollzeit,-1.05,10
dass_fear,shiftwork,categorical,nein,-0.04999999999999982,30
dass_fear,working_hours_reduced,categorical,False,-1.1022556390977443,19
dass_fear,working_hours_reduced,categorical,True,1.3089285714285714,16
dass_fear,headache_days_per_month,numeric,,0.3198919710349397,35
dass_fear,headache_days_severe_per_month,numeric,,0.5214242829823711,35
dass_fear,days_medication,numeric,,0.1562107890020647,35
dass_fear,intensity,numeric,,0.35396920853071223,35
dass_fear,days_lost_work,numeric,,0.3079722812647463,35
dass_fear,days_lost_household,numeric,,0.35653156546416936,35
dass_fear,days_doctor,numeric,,0.3414535240196412,35
dass_fear,days_ER,binary,,0.3834786387588725,35
dass_stress,gender,categorical,weiblich,0.08110599078340996,31
dass_stress,birthyear,numeric,,-0.3334286203810513,35
dass_stress,weight,numeric,,0.08128114321235,35
dass_stress,pregnant,categorical,nein,0.0,31
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-1.102255639097745,19
dass_stress,family_status,categorical,verheiratet,-0.5416149068322982,23
dass_stress,current_employed,categorical,ja,-0.066071428571429,32
dass_stress,working_hours_model,categorical,Teilzeit,0.6647727272727275,22
dass_stress,working_hours_model,categorical,Vollzeit,-1.4625000000000004,10
dass_stress,shiftwork,categorical,nein,-0.3291666666666666,30
dass_stress,working_hours_reduced,categorical,False,-1.6812030075187971,19
dass_stress,working_hours_reduced,categorical,True,1.996428571428571,16
dass_stress,headache_days_per_month,numeric,,0.5419724339315865,35
dass_stress,headache_days_severe_per_month,numeric,,0.5397963065962645,35
dass_stress,days_medication,numeric,,0.278826016974233,35
dass_stress,intensity,numeric,,0.3570162622110393,35
dass_stress,days_lost_work,numeric,,0.3329057564543745,35
dass_stress,days_lost_household,numeric,,0.552373383418088,35
dass_stress,days_doctor,numeric,,0.37649584801107727,35
dass_stress,days_ER,binary,,0.2544170856895961,35
midas_result,gender,categorical,weiblich,1.5917050691244228,31
midas_result,birthyear,numeric,,0.038510102525996626,35
midas_result,weight,numeric,,0.06046577117925153,35
midas_result,pregnant,categorical,nein,0.0,31
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-9.243609022556395,19
midas_result,family_status,categorical,verheiratet,-12.737888198757766,23
midas_result,current_employed,categorical,ja,-0.835714285714289,32
midas_result,working_hours_model,categorical,Teilzeit,-3.15909090909091,22
midas_result,working_hours_model,categorical,Vollzeit,6.950000000000003,10
midas_result,shiftwork,categorical,nein,0.81666666666667,30
midas_result,working_hours_reduced,categorical,False,-8.612030075187974,19
midas_result,working_hours_reduced,categorical,True,10.226785714285711,16
midas_result,headache_days_per_month,numeric,,0.6504031091755863,35
midas_result,headache_days_severe_per_month,numeric,,0.7043336145808861,35
midas_result,days_medication,numeric,,0.44284150610566225,35
midas_result,intensity,numeric,,0.5517251679193869,35
midas_result,days_lost_work,numeric,,0.5239464196252218,35
midas_result,days_lost_household,numeric,,0.8515487136704423,35
midas_result,days_doctor,numeric,,0.4182717715609321,35
midas_result,days_ER,binary,,0.04001876022691247,35
gvas_result,gender,categorical,weiblich,-0.5271889400921594,31
gvas_result,birthyear,numeric,,0.06025955938426237,35
gvas_result,weight,numeric,,-0.12704314557031332,35
gvas_result,pregnant,categorical,nein,0.0,31
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,2.033082706766919,19
gvas_result,family_status,categorical,verheiratet,4.129192546583852,23
gvas_result,current_employed,categorical,ja,1.054464285714289,32
gvas_result,working_hours_model,categorical,Teilzeit,-2.105113636363633,22
gvas_result,working_hours_model,categorical,Vollzeit,4.631250000000001,10
gvas_result,shiftwork,categorical,nein,-0.26874999999999716,30
gvas_result,working_hours_reduced,categorical,False,5.769924812030077,19
gvas_result,working_hours_reduced,categorical,True,-6.851785714285711,16
gvas_result,headache_days_per_month,numeric,,-0.5010213146558705,35
gvas_result,headache_days_severe_per_month,numeric,,-0.46911852183262587,35
gvas_result,days_medication,numeric,,-0.3066584858304698,35
gvas_result,intensity,numeric,,-0.33997142598286506,35
gvas_result,days_lost_work,numeric,,-0.3042054599922476,35
gvas_result,days_lost_household,numeric,,-0.5609936844806188,35
gvas_result,days_doctor,numeric,,-0.36073949887764145,35
gvas_result,days_ER,binary,,-0.1714747189173358,35
pgic_result,gender,categorical,weiblich,-0.022119815668202758,31
pgic_result,birthyear,numeric,,-0.0991539754411736,35
pgic_result,weight,numeric,,0.06353414555394848,35
pgic_result,pregnant,categorical,nein,0.0,31
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,0.013533834586465954,19
pgic_result,family_status,categorical,verheiratet,-0.08944099378881987,23
pgic_result,current_employed,categorical,ja,0.046428571428571264,32
pgic_result,working_hours_model,categorical,Teilzeit,0.07954545454545459,22
pgic_result,working_hours_model,categorical,Vollzeit,-0.17499999999999982,10
pgic_result,shiftwork,categorical,nein,0.058333333333333126,30
pgic_result,working_hours_reduced,categorical,False,-0.46015037593985,19
pgic_result,working_hours_reduced,categorical,True,0.5464285714285713,16
pgic_result,headache_days_per_month,numeric,,0.25926282582481175,35
pgic_result,headache_days_severe_per_month,numeric,,0.2967743087969294,35
pgic_result,days_medication,numeric,,0.26500685510468136,35
pgic_result,intensity,numeric,,0.43138803032329276,35
pgic_result,days_lost_work,numeric,,0.4619622417129078,35
pgic_result,days_lost_household,numeric,,0.47876201932553053,35
pgic_result,days_doctor,numeric,,0.25628861500641276,35
pgic_result,days_ER,binary,,0.16647421404203314,35
dass_depression,gender,categorical,divers,3.134228838572076,14
dass_depression,gender,categorical,männlich,0.08433165700681577,1181
dass_depression,gender,categorical,weiblich,-0.0263934677455957,5436
dass_depression,birthyear,numeric,,-0.009855942014006974,6631
dass_depression,weight,numeric,,0.05411454681231546,6631
dass_depression,pregnant,categorical,ja,-0.6269068185995224,21
dass_depression,pregnant,categorical,nein,0.0024289747584109733,5420
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.3578102334669966,2925
